familia_professional,area_professional,nom_de_laccio,nif_entitat_formacio,entitat,codi_municipi,nom_municipi,codi_comarca,nom_comarca,modalitat,tipus_de_formacio,hores,web,correu_electronic,telefon,categoria_duracion,tipo_nombre,longitud_nombre,es_certificado,nivell,id_curso,nivel_consolidado,tipus_nivell,categoritzacio_curs
Formació complementària,Digitals / Ofimàtica / Tics,Resolució de problemes a l'entorn digital (actic nivell avançat),G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,64,False,Avançat,Resolució de problemes a l'entorn digital (actic nivell avançat)_Catformació_Presencial_40,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Formació complementària', 'modalitat': 'Presencial', 'hores': 'Media'}"
Activitats físiques i esportives,Prevenció i recuperació,Afdp0109_mp0186_mòdul de pràctiques professionals no laborals de 'socorrisme en instal·lacions aquàtiques',G60374022,JOVIAT,8113,MANRESA,7,BAGES,Presencial,Certificats de Professionalitat,80,https://www.joviat.cat,fcontinuada@joviat.cat,938726988,Larga,certificado,106,False,Pràctiques,Afdp0109_mp0186_mòdul de pràctiques professionals no laborals de 'socorrisme en instal·lacions aquàtiques'_JOVIAT_Presencial_80,Pràctiques,Pràctiques,"{'nivell': 'Pràctiques', 'tipus': 'Pràctiques', 'familia': 'Activitats físiques i esportives', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Agrària,Ramaderia,Benestar animal per a transportistes i responsables d'animals durant el transport,B25783671,LM IDIOMES LLEIDA SL,25120,LLEIDA,33,SEGRIÀ,Presencial,Altra Formació Professionalitzadora,20,https://laia@lmidiomes.com,laia@lmidiomes.com,605612456,Corta,otro,81,False,,Benestar animal per a transportistes i responsables d'animals durant el transport_LM IDIOMES LLEIDA SL_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Agrària', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Indústries alimentàries,"Fleca, pastisseria, confiteria i molineria",Productes de pastisseria per a festivitats,A08311342,GRUP CETT,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161,Corta,otro,42,False,,Productes de pastisseria per a festivitats_GRUP CETT_Presencial_10,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Indústries alimentàries', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0110_mf1446_orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació,F59197996,FEMAREC,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,30,https://www.femarec.cat,dpch@femarec.cat,932437272,Media,certificado,105,False,,Ssce0110_mf1446_orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació_FEMAREC_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0110_mf1446_orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació,R5800395E,Fundació Pere Tarres,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,30,https://www.peretarres.org,if@peretarres.org,934101602,Media,certificado,105,False,,Ssce0110_mf1446_orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació_Fundació Pere Tarres_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Seguretat i medi ambient,Seguretat i prevenció,"Sead0112_mp0557_mòdul de pràctiques professionals no laborals de 'vigilància, seguretat privada i protecció de persones'",G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,https://www.idfo.com,sroman@idfo.com,932689292,Media,certificado,120,False,Pràctiques,"Sead0112_mp0557_mòdul de pràctiques professionals no laborals de 'vigilància, seguretat privada i protecció de persones'_IDFO_Presencial_40",Pràctiques,Pràctiques,"{'nivell': 'Pràctiques', 'tipus': 'Pràctiques', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats personals i socials,Habilitats de comunicació,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957,Media,otro,25,False,,Habilitats de comunicació_FEMXA FORMACIÓN_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,70,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957,Larga,certificado,71,True,,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions_FEMXA FORMACIÓN_Teleformació_70,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Hostaleria i turisme,Restauració,Organització d'esdeveniments en restauració i hostaleria,A08311342,GRUP CETT,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,45,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161,Larga,otro,56,False,,Organització d'esdeveniments en restauració i hostaleria_GRUP CETT_Presencial_45,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions,B60643004,Mordered,8096,GRANOLLERS,41,VALLÈS ORIENTAL,Teleformació,Certificats de Professionalitat,70,https://www.mordered.com,mordered@mordered.com,938600800,Larga,certificado,71,True,,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions_Mordered_Teleformació_70,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Hostaleria i turisme,Restauració,Hotr0408_uf0069_elaboracions bàsiques de rebosteria i postres elementals,G58011495,ESHOB,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,https://www.eshobfors.com,cursos@eshobfors.com,689291212,Media,certificado,72,False,Bàsic,Hotr0408_uf0069_elaboracions bàsiques de rebosteria i postres elementals_ESHOB_Presencial_40,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Media'}"
Agrària,Agricultura,Manipulació i aplicació de productes fitosanitaris. nivell avançat,B25783671,LM IDIOMES LLEIDA SL,25120,LLEIDA,33,SEGRIÀ,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",60,https://laia@lmidiomes.com,laia@lmidiomes.com,605612456,Larga,otro,66,False,Avançat,Manipulació i aplicació de productes fitosanitaris. nivell avançat_LM IDIOMES LLEIDA SL_Presencial_60,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Agrària', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Administració i gestió,Gestió de la informació i comunicació,ADGG0508_UF0511_Tractament bàsic de dades i fulls de càlcul,B25038035,INLINGUA LLEIDA,25120,LLEIDA,33,SEGRIÀ,Presencial,Certificats de Professionalitat,50,https://inlingualleida.es/,lleida.informatica@inlingua.es,973240716,Larga,certificado,59,True,Bàsic,ADGG0508_UF0511_Tractament bàsic de dades i fulls de càlcul_INLINGUA LLEIDA_Presencial_50,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Seguretat i medi ambient,Seguretat i prevenció,"Sead0112_mp0557_mòdul de pràctiques professionals no laborals de 'vigilància, seguretat privada i protecció de persones'",B62278783,CRITERIA,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,https://www.girosformacion.com,cursos@criteria.es,932652677,Media,certificado,120,False,Pràctiques,"Sead0112_mp0557_mòdul de pràctiques professionals no laborals de 'vigilància, seguretat privada i protecció de persones'_CRITERIA_Presencial_40",Pràctiques,Pràctiques,"{'nivell': 'Pràctiques', 'tipus': 'Pràctiques', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Media'}"
Edificació i obra civil,Maquinària de construcció,Actualització plataformes elevadores mòbils de personal (pemp),B25783671,LM IDIOMES LLEIDA SL,25120,LLEIDA,33,SEGRIÀ,Presencial,Altra Formació Professionalitzadora,8,https://laia@lmidiomes.com,laia@lmidiomes.com,605612456,Corta,otro,62,False,,Actualització plataformes elevadores mòbils de personal (pemp)_LM IDIOMES LLEIDA SL_Presencial_8,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Edificació i obra civil', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Hostaleria i turisme,Restauració,Hotr0608_mf1054_serveis especials en restauració,G58011495,ESHOB,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,80,https://www.eshobfors.com,cursos@eshobfors.com,689291212,Larga,certificado,48,False,,Hotr0608_mf1054_serveis especials en restauració_ESHOB_Presencial_80,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Gestió del temps i productivitat,B61406997,Egara Formació,8279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.egaraformacio.com,cursos@egaraformacio.com,937339820,Media,otro,32,False,,Gestió del temps i productivitat_Egara Formació_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Assistència social,SSCS0108_MF0249_Higiene i atenció sanitària domiciliària,B60643004,Mordered,8096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Certificats de Professionalitat,170,https://www.mordered.com,mordered@mordered.com,938600800,Extensa,certificado,56,True,,SSCS0108_MF0249_Higiene i atenció sanitària domiciliària_Mordered_Presencial_170,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Sanitat,Atenció sanitària,Sant0208_mf0072_tècniques de recolzament psicològic i social en situacions de crisi,B43431402,MONTESO CENTRE DE FORMACIÓ & AUTOESCOLES,43155,TORTOSA,9,BAIX EBRE,Presencial,Certificats de Professionalitat,40,https://www.autoescolesmonteso.com,INFO@AUTOESCOLESMONTESO.COM,977443525,Media,certificado,83,False,,Sant0208_mf0072_tècniques de recolzament psicològic i social en situacions de crisi_MONTESO CENTRE DE FORMACIÓ & AUTOESCOLES_Presencial_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Sanitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Sanitat,Atenció sanitària,Sant0108_mf0072_tècniques de recolzament psicològic i social en situacions de crisi,G60374022,JOVIAT,8113,MANRESA,7,BAGES,Presencial,Certificats de Professionalitat,40,https://www.joviat.cat,fcontinuada@joviat.cat,938726988,Media,certificado,83,False,,Sant0108_mf0072_tècniques de recolzament psicològic i social en situacions de crisi_JOVIAT_Presencial_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Sanitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Gestió de la informació i comunicació,ADGG0508_MP0110_Mòdul de pràctiques professionals no laborals d''Operacions auxiliars d'enregistrament i tractament de dades i documents',B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Presencial,Certificats de Professionalitat,80,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957,Larga,certificado,137,True,Pràctiques,ADGG0508_MP0110_Mòdul de pràctiques professionals no laborals d''Operacions auxiliars d'enregistrament i tractament de dades i documents'_FEMXA FORMACIÓN_Presencial_80,Pràctiques,Pràctiques,"{'nivell': 'Pràctiques', 'tipus': 'Pràctiques', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Formació i educació,Agent d'igualtat,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,50,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957,Larga,otro,16,False,,Agent d'igualtat_FEMXA FORMACIÓN_Teleformació_50,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Hostaleria i turisme,Restauració,Postres de restaurant vanguardistes,A08311342,GRUP CETT,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161,Media,otro,35,False,,Postres de restaurant vanguardistes_GRUP CETT_Presencial_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1016_Suport en l'organització d'intervencions en l'àmbit institucional,B59974873,OFIBARNA,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,100,https://www.grupoqid.com,ofibarna@qidconsultors.com,931150510,Extensa,certificado,81,True,,SSCS0208_MF1016_Suport en l'organització d'intervencions en l'àmbit institucional_OFIBARNA_Presencial_100,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Serveis socioculturals i a la comunitat,Serveis al consumidor,Ssci0209_mf1436_gestió i emmagatzemament del material de neteja,F59197996,FEMAREC,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,90,https://www.femarec.cat,dpch@femarec.cat,932437272,Extensa,certificado,63,False,,Ssci0209_mf1436_gestió i emmagatzemament del material de neteja_FEMAREC_Presencial_90,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Hostaleria i turisme,Restauració,Postres de restaurant clàssics,A08311342,GRUP CETT,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161,Corta,otro,30,False,,Postres de restaurant clàssics_GRUP CETT_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Hostaleria i turisme,Restauració,Cuina vegana,A08311342,GRUP CETT,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,15,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161,Corta,otro,12,False,,Cuina vegana_GRUP CETT_Presencial_15,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Activitats físiques i esportives,Prevenció i recuperació,Afdp0109_uf0908_tècniques específiques de natació en el medi aquàtic,B55234140,SH CONCEPT FORMACIÓ S.L,17164,SANT HILARI SACALM,34,SELVA,Presencial,Certificats de Professionalitat,80,https://www.shcformacio.com,formacio@shcformacio.com,672371690,Larga,certificado,68,False,,Afdp0109_uf0908_tècniques específiques de natació en el medi aquàtic_SH CONCEPT FORMACIÓ S.L_Presencial_80,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Activitats físiques i esportives', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0110_mf1446_orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,30,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957,Media,certificado,105,False,,Ssce0110_mf1446_orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació_FEMXA FORMACIÓN_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Media'}"
