nomcurs,desccurscat,codiarea,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,financiacio,datainici,preinscripcio,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccurses,mes
Socorrisme en instal·lacions aquàtiques,Contacteu amb l'entitat,AEP,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-15,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189361/001&codi_curso_seleccionado=24/ATCC1/711/0189361/001,ALTESPORT 2000 SL,43905,CR VIA ROMA 25,41.08837,1.091557,977380203,ALTESPORT@ALTESPORT.COM,,43850,32839.0,SOC,Contacteu amb l'entitat,10.0
Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-27,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187960/001&codi_curso_seleccionado=24/ATCC2/712/0187960/001,"INNOVACION SEGURIDAD EMERGENCIAS INTITUTO, SL",08015,CR RECTOR  91-95,41.312016,2.095943,934644878,formacion@iseinstitut.com,,08820,36878.0,SOC,Contacteu amb l'entitat,1.0
OPERACIONS BÀSIQUES DE RESTAURANT I BAR,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",HTR,210.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0208.pdf,Ajudant/a de cambrer/a Ajudant/a de bar Ajudant/a de rebost Auxiliar de col·lectivitats Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-02-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187948/010&codi_curso_seleccionado=24/ATCC2/712/0187948/010,FUNDACIO VEDRUNA CATALUNYA EDUCACIO,08298,CR BISBE TORRAS I BAGES 9,41.404926,2.151235,932188269,fpo@vedruna.cat,http://www.eshvedrunagracia.cat,08012,45363.0,SOC,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",2.0
Operacions auxiliars de fabricació mecànica,Contacteu amb l'entitat,FMH,400.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEE0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-07,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/005&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/005,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385.0,SOC,Contacteu amb l'entitat,11.0
Procediments bàsics al servei de sala,Contacteu amb l'entitat,HTR,125.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR56.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-05-20,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/027&codi_curso_seleccionado=24/ATCC2/712/0189552/027,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,5.0
Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-01,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188286/001&codi_curso_seleccionado=24/ATCC2/712/0188286/001,SOSDEA SL,43162,CR TIVISSA 6,0.0,0.0,620215756,SOSDEA2023@GMAIL.COM,,43890,46150.0,SOC,Contacteu amb l'entitat,10.0
Operacions auxiliars de manteniment en electromecànica de vehicles,Contacteu amb l'entitat,TMG,270.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVG0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190719/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0190719/001,I.F.P. Les Vinyes,08245,CR d'AMERICA 53,41.450874,2.211064,933911661,certificatprofessional@institutlesvinyes.cat,http://www.ieslesvinyes.org,08924,3070.0,SOC,Contacteu amb l'entitat,1.0
Socorrisme en instal·lacions aquàtiques,Contacteu amb l'entitat,AEP,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188036/001&codi_curso_seleccionado=24/ATCC2/712/0188036/001,BLUE ALFA SAFETY S.L.,43100,CT SANTES CREUS  8,41.175327,1.274066,657369414,administracion@bluesafety.es,,43151,40542.0,SOC,Contacteu amb l'entitat,11.0
Activitats auxiliars de magatzem,Contacteu amb l'entitat,CML,170.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COML0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-15,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184050/085&codi_curso_seleccionado=23/FOAP/680/0184050/085,"FEMAREC, SCCL",08019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945.0,SOC,Contacteu amb l'entitat,10.0
Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,370.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-18,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189750/007&codi_curso_seleccionado=24/FPOIES_23_24/714/0189750/007,IES MOLLERUSSA,25137,"CT Torregrossa, km 1,9 s/n",0.0,0.0,973600359,areig@xtec.cat,,25230,16560.0,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",11.0
OPERACIONS BÀSIQUES EN PLANTA QUÍMICA,"Realitzar totes les operacions bàsiques i de control dels diversos processos químics, controlant el funcionament, engegada i parada de les màquines, equips i instal·lacions en ells compresos, mantenint les condicions de seguretat, qualitat i ambient",QUE,530.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/QUIE0108.pdf,"Operador/a de planta química Operador/a de reactor obert en tractaments químics Operador/a de refineria de petroli i gas natural, en general Operador/a de quadre de control per al refinament de petroli Operador/a d'instal·lacions per produir carbó vegetal i/o coc Operador/a d'instal·lacions per produir gas d'hulla Operador/a d'instal·lacions per fabricar abonaments químics Operador/a d'instal·lacions per produir fibres sintètiques Operador/a de blanqueig de productes químics Operador/a  de màquines per fabricar explosius, en general Operador/a de màquines per fabricar fòsfors Operador/a de fabricació química Operadors de màquines trituradores i mescladores de substàncies químiques Operadors d'equips de filtració i separació de substàncies químiques Operadors d'equips  de destil·lació i reacció química Altres operadors d'instal·lacions de tractament de productes químics Altres operadors de màquines per fabricar productes químics",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-12,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/004&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/004,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385.0,SOC,"Realitzar totes les operacions bàsiques i de control dels diversos processos químics, controlant el funcionament, engegada i parada de les màquines, equips i instal·lacions en ells compresos, mantenint les condicions de seguretat, qualitat i ambient",12.0
Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-02-24,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187960/007&codi_curso_seleccionado=24/ATCC2/712/0187960/007,"INNOVACION SEGURIDAD EMERGENCIAS INTITUTO, SL",08015,CR RECTOR  91-95,0.0,0.0,934644878,formacion@iseinstitut.com,,08912,36878.0,SOC,Contacteu amb l'entitat,2.0
Formació per a l' accés a les proves del permís de conducció classe D.,Contacteu amb l'entitat,TMI,345.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI64.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-02-20,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188089/015&codi_curso_seleccionado=24/ATCC1/711/0188089/015,TRANSGRUP XXI SLU,08205,AV VIA AUGUSTA 105,41.528122,2.430535,932429090,gestio@aptibus.com,,08302,46224.0,SOC,Contacteu amb l'entitat,2.0
LOPDGDD - reglament de protecció de dades per a professionals de les TIC,Contacteu amb l'entitat,ICT,25.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT81.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-12-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187187/023&codi_curso_seleccionado=24/CIFOFSE/702/0187187/023,CIFO La Violeta,08019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362.0,SOC,Contacteu amb l'entitat,12.0
Desenvolupament de projectes de sistemes d'automatització industrial,Contacteu amb l'entitat,EEM,550.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEM0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/008&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/008,CIFO Sant Feliu,08211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387.0,SOC,Contacteu amb l'entitat,12.0
Operacions auxiliars de fabricació mecànica,Contacteu amb l'entitat,FMH,220.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEE0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190708/001&codi_curso_seleccionado=24/BASA%2023-24/703/0190708/001,INSTITUT ESCOLA DEL TREBALL,08019,CR COMTE D'URGELL 173,41.388924,2.149323,934 301 415,correu@escoladeltreball.org,http://www.escoladeltreball.org,08036,45763.0,SOC,Contacteu amb l'entitat,11.0
Gestió i organització d'equips de neteja,Contacteu amb l'entitat,SCI,300.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCI0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-16,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184050/049&codi_curso_seleccionado=23/FOAP/680/0184050/049,"FEMAREC, SCCL",08019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945.0,SOC,Contacteu amb l'entitat,9.0
Operacions auxiliars de muntatge i manteniment de sistemes microinformàtics,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",ICT,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0108.pdf,Operari/ària en muntatge d'equips microinformàtics Operari/ària en manteniment de sistemes microinformàtics,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-30,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189559/002&codi_curso_seleccionado=24/FPOIES_23_24/714/0189559/002,INSTITUT MONTSIà,43014,CR MADRID 35-49,40.708984,0.583067,977700043,E3006101@XTEC.CAT,https://agora.xtec.cat/insmontsia/,43870,45520.0,SOC,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",9.0
Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,370.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188322/001&codi_curso_seleccionado=24/ATCC1/711/0188322/001,FUNDACIO PRIVADA SANT JORDI DE CATALÒNIA PER DISCAPACITATS,08214,CR ANGEL GUIMERÀ 57,41.48863,2.144212,93 580 52 27,FORMACIO@cataloniafundacio.cat,,08290,25596.0,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",9.0
Trasllat sanitari,Contacteu amb l'entitat,SAT,400.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SANT0208.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189485/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189485/001,IES CASTELLARNAU,08187,CT Cta Barcelona-Terrassa Km 15 Km 15,0.0,0.0,937269422,a8024893@xtec.cat,https://institutcastellarnau.cat/,08206,3977.0,SOC,Contacteu amb l'entitat,12.0
