IDENTIFICADOR,FAMÍLIA PROFESSIONAL,ÀREA PROFESSIONAL,NOM DE L'ACCIÓ,NIF_ENTITAT_FORMACIÓ,ENTITAT,CODI_MUNICIPI,NOM_MUNICIPI,CODI_COMARCA,NOM_COMARCA,MODALITAT,TIPUS DE FORMACIÓ,HORES,WEB,CORREU ELECTRÒNIC,TELÈFON
258445,Comerç i màrqueting,Logística comercial i gestió del transport,COML0110_MF1325_Operacions auxiliars d'emmagatzematge,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,80,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
256888,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MP0353_Mòdul de pràctiques professionals no laborals de 'Docència de la formació professional per a l'ocupació',F59197996,FEMAREC,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,www.femarec.cat,dpch@femarec.cat,932437272
256850,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MP0353_Mòdul de pràctiques professionals no laborals de 'Docència de la formació professional per a l'ocupació',B66117797,"P.H.R.O. TRAINING CONSULTANTS & PARTNERS, S.L.",08266,CERDANYOLA DEL VALLÈS,40,VALLÈS OCCIDENTAL,Presencial,Certificats de Professionalitat,40,phrofessional.com,phrofessional@phrofessional.com,935948990
258451,Serveis socioculturals i a la comunitat,Assistència social,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions",B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,130,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
256892,Serveis socioculturals i a la comunitat,Atenció social,SSCG0109_MF1035_Entrenament en habilitats sociolaborals de persones amb discapacitat,F59197996,FEMAREC,08019,BARCELONA,13,BARCELONÈS,Presencial,,130,www.femarec.cat,dpch@femarec.cat,932437272
251431,Hostaleria i turisme,Restauració,Cuina per a celíacs,A08311342,GRUP CETT,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,35,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161
249107,Administració i gestió,Administració i auditoria,Comptabilitat bàsica,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,60,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
258452,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MP0029_Mòdul de pràctiques professionals no laborals d' 'Atenció sociosanitària a persones dependents en institucions socials',B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Presencial,Certificats de Professionalitat,80,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
249105,Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Gestió del temps i productivitat,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
255822,Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Principis bàsics de la intel·ligència emocional,F08954059,DRECERA SCCL,08157,PALLEJÀ,11,BAIX LLOBREGAT,Teleformació,Altra Formació Professionalitzadora,30,sefor.drecera.org,kbastida@drecera.org,934472288
260327,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0211_MP0410_Mòdul de pràctiques professionals no laborals de 'Direcció i coordinació d'activitats de temps lliure educatiu infantil i juvenil',B58490897,"Aula de Formació del Penedès, SL",08305,VILAFRANCA DEL PENEDÈS,03,ALT PENEDÈS,Presencial,Certificats de Professionalitat,120,www.aulapenedes.com,formacio@aulapenedes.com,938902047
259420,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions,B63073472,ETIF,08056,CASTELLDEFELS,11,BAIX LLOBREGAT,Teleformació,Certificats de Professionalitat,70,ETIF.ES,INFO@ETIF.ES,936655875
259311,Serveis socioculturals i a la comunitat,Assistència social,SSCS0108_MF0250_Atenció i suport psicosocial domiciliari,B60643004,Mordered,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Certificats de Professionalitat,210,https://www.mordered.com,mordered@mordered.com,938600800
258360,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0209_MF1866_Activitats d'educació en el temps lliure infantil i juvenil,G64388705,Fundació Catalana del Lleure Educatiu i Sociocultural,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,60,https://escolaefa.cat/oferta-formativa/subvencionat/,info@escolaefa.cat,934180257
259785,Administració i gestió,Gestió de la informació i comunicació,ADGG0508_MP0110_Mòdul de pràctiques professionals no laborals d''Operacions auxiliars d'enregistrament i tractament de dades i documents',F08954059,DRECERA SCCL,08157,PALLEJÀ,11,BAIX LLOBREGAT,Presencial,,80,sefor.drecera.org,kbastida@drecera.org,934472288
257064,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1446_Orientació laboral i promoció de la qualitat en la formació professional per a l'ocupació,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Certificats de Professionalitat,30,www.egaraformacio.com,cursos@egaraformacio.com,937339820
259552,Sanitat,Atenció sanitària,SANT0208_MF0069_Operacions de manteniment preventiu del vehicle i control de la seva dotació material,B43431402,MONTESO CENTRE DE FORMACIÓ & AUTOESCOLES,43155,TORTOSA,09,BAIX EBRE,Presencial,,100,https://www.autoescolesmonteso.com,INFO@AUTOESCOLESMONTESO.COM,977443525
258443,Administració i gestió,Gestió de la informació i comunicació,"ADGG0508_MF0974_Tractament de dades, textos i documentació",B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,150,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
259780,Serveis socioculturals i a la comunitat,Assistència social,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions",F08954059,DRECERA SCCL,08157,PALLEJÀ,11,BAIX LLOBREGAT,Presencial,Certificats de Professionalitat,130,sefor.drecera.org,kbastida@drecera.org,934472288
258830,Serveis socioculturals i a la comunitat,Formació i educació,"SSCE0110_MF1443_Selecció, elaboració, adaptació i utilizació de materials, mitjans i recursos didàctics i",B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,90,www.fomentformacio.com,formacio@foment.com,934841232
259419,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1017_Intervenció en l'atenció higienicoalimentària en institucions,B63073472,ETIF,08056,CASTELLDEFELS,11,BAIX LLOBREGAT,Teleformació,Certificats de Professionalitat,70,ETIF.ES,INFO@ETIF.ES,936655875
258151,Sanitat,Atenció sanitària,SANT0208_UF0678_Recolzament al suport vital avançat,G60374022,JOVIAT,08113,MANRESA,07,BAGES,Presencial,Certificats de Professionalitat,50,www.joviat.cat,fcontinuada@joviat.cat,938726988
249103,Comerç i màrqueting,Màrqueting i relacions públiques,Atenció al client,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
251421,Indústries alimentàries,"Fleca, pastisseria, confiteria i molineria",Aplicacions bàsiques de la xocolata,A08311342,GRUP CETT,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161
259225,Edificació i obra civil,Col·locació i muntatge,EOCJ0109_MF1360_Prevenció bàsica de riscos laborals en construcció,G17047002,UNIÓ D'EMPRESARIS DE LA CONSTRUCCIÓ DE GIRONA,17079,GIRONA,20,GIRONÈS,Presencial,,60,https://www.uecgirona.com,formacio@uecgirona.com,972596460
259534,Comerç i màrqueting,Logística comercial i gestió del transport,COML0110_MF0432_Manipulació de càrregues amb carretons elevadors,B43431402,MONTESO CENTRE DE FORMACIÓ & AUTOESCOLES,43155,TORTOSA,09,BAIX EBRE,Teleformació,Certificats de Professionalitat,50,https://www.autoescolesmonteso.com,INFO@AUTOESCOLESMONTESO.COM,977443525
249106,Administració i gestió,Administració i auditoria,Habilitats directives per a la gestió eficaç d'equip,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,50,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
257960,Hostaleria i turisme,Restauració,HOTR0509_UF1098_Elaboració i presentació de gelats,G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.eshobfors.com,cursos@eshobfors.com,689291212
259441,Serveis socioculturals i a la comunitat,Assistència social,SSCS0108_MP0028_Mòdul de pràctiques professionals no laborals d' 'Atenció sociosanitària a persones en el domicili',B64443021,"ACTIUHUMÀ, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Certificats de Professionalitat,120,info@actiuhuma.com,https://www.actiuhuma.org,937861184
258449,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1017_Intervenció en l'atenció higienicoalimentària en institucions,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,70,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
251442,Hostaleria i turisme,Restauració,Tècniques per a l'elaboració de cafès,A08311342,GRUP CETT,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161
253167,Instal·lació i manteniment,Muntatge i manteniment d'instal·lacions,Ús d'analitzadors de combustió,B63007355,EGIBCN,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.egibcn.net,adminegibcn@egibcn.net,934519266
249698,Administració i gestió,Administració i auditoria,Avaluació de plans d'igualtat,B62765201,"PIME Coneixement, S.L.",08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.pimecformacio.cat,formacio@pimec.org,934964500
257764,Serveis socioculturals i a la comunitat,Assistència social,SSCS0108_MF0249_Higiene i atenció sanitària domiciliària,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,170,www.idfo.com,sroman@idfo.com,932689292
259778,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1017_Intervenció en l'atenció higienicoalimentària en institucions,F08954059,DRECERA SCCL,08157,PALLEJÀ,11,BAIX LLOBREGAT,Presencial,Certificats de Professionalitat,70,sefor.drecera.org,kbastida@drecera.org,934472288
260323,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0211_MF1867_Processos grupals i educatius en el temps lliure infantil i juvenil,B58490897,"Aula de Formació del Penedès, SL",08305,VILAFRANCA DEL PENEDÈS,03,ALT PENEDÈS,Presencial,Certificats de Professionalitat,30,www.aulapenedes.com,formacio@aulapenedes.com,938902047
245251,Administració i gestió,Administració i auditoria,Avaluació de plans d'igualtat,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.idfo.com,sroman@idfo.com,932689292
258456,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1442_Programació didàctica d'accions formatives per a l'ocupació,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,60,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
251425,Hostaleria i turisme,Restauració,Cuina tradicional espanyola,A08311342,GRUP CETT,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161
249987,Administració i gestió,Administració i auditoria,Avaluació de plans d'igualtat,G61097952,CECOT FORMACIÓ,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,,20,https://formacio.cecot.org/,projectat@cecot.org,937366031
249101,Competències transversals,Emprenedoria,Emprenedoria,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
247873,Administració i gestió,Administració i auditoria,Avaluació de plans d'igualtat,B61134870,ITEM FORMACIÓN,08252,BARBERÀ DEL VALLÈS,40,VALLÈS OCCIDENTAL,Teleformació,,20,www.itemformacion.com,info@itemformacion.com,646139009
256891,Serveis socioculturals i a la comunitat,Formació i educació,"SSCE0110_MF1443_Selecció, elaboració, adaptació i utilizació de materials, mitjans i recursos didàctics i",F59197996,FEMAREC,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,90,www.femarec.cat,dpch@femarec.cat,932437272
258440,Administració i gestió,Gestió de la informació i comunicació,ADGG0408_MF0970_Operacions bàsiques de comunicació,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,120,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
250509,Instal·lació i manteniment,Muntatge i manteniment d'instal·lacions,Ús d'analitzadors de combustió,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.catformacio.com,info@catformacio.org,932172515
257964,Hostaleria i turisme,Restauració,HOTR0408_UF0070_Cuina creativa o d'autor,G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,,30,www.eshobfors.com,cursos@eshobfors.com,689291212
258163,Activitats físiques i esportives,Prevenció i recuperació,AFDP0109_MF0270_Prevenció d'accidents en instal·lacions aquàtiques,G60374022,JOVIAT,08113,MANRESA,07,BAGES,Presencial,,40,www.joviat.cat,fcontinuada@joviat.cat,938726988
256900,Serveis socioculturals i a la comunitat,Serveis al consumidor,SSCI0209_MF1435_Supervisió dels treballs de neteja i establiment de procediments de comunicació en l'entorn laboral,F59197996,FEMAREC,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.femarec.cat,dpch@femarec.cat,932437272
258442,Administració i gestió,Gestió de la informació i comunicació,ADGG0508_MF0973_Enregistrament de dades,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,,90,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
251438,Hostaleria i turisme,Restauració,"Gelats, sorbets i elaboracions gelades",A08311342,GRUP CETT,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161
260318,Administració i gestió,Gestió de la informació i comunicació,ADGG0508_MF0973_Enregistrament de dades,B58490897,"Aula de Formació del Penedès, SL",08305,VILAFRANCA DEL PENEDÈS,03,ALT PENEDÈS,Presencial,,90,www.aulapenedes.com,formacio@aulapenedes.com,938902047
258453,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1445_Avaluació del procés d'ensenyament-aprenentatge en formació professional per a l'ocupació,B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Certificats de Professionalitat,60,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
251422,Indústries alimentàries,"Fleca, pastisseria, confiteria i molineria",Brioixeria creativa,A08311342,GRUP CETT,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,https://www.cett.es/es/oferta-academica/por-nivel-de-estudios/formacion-subvencionada,careerservices@cett.cat,673775161
249111,Comerç i màrqueting,Màrqueting i relacions públiques,"Màrqueting a cercadors: SEO, SEM i analítica Web",B36338051,FEMXA FORMACIÓN,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,45,https://www.cursosfemxa.es/cursos-online-gratuitos-trabajadores-autonomos-catalunya-catalan,atencionalumno@femxa.com,900100957
242910,Instal·lació i manteniment,Muntatge i manteniment d'instal·lacions,Ús d'analitzadors de combustió,G08484032,UPM,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.upm.org,info@upm.org,933180828
259317,Serveis socioculturals i a la comunitat,Assistència social,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions",B60643004,Mordered,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Certificats de Professionalitat,130,https://www.mordered.com,mordered@mordered.com,938600800
260459,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1017_Intervenció en l'atenció higienicoalimentària en institucions,B55234140,SH CONCEPT FORMACIÓ S.L,17164,SANT HILARI SACALM,34,SELVA,Presencial,Certificats de Professionalitat,70,www.shcformacio.com,formacio@shcformacio.com,672371690
