codicurs,nomcurs,desccursCAT,codiarea,tipuscurs,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,importe,financiacio,datainici,preinscripcio,paraulesclau,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccursES,Georeferència
24/CONV_SOC_UPC/697/0187412/010,Mecanització per arrencament de ferritja,Contacteu amb l'entitat,FMH,FO,540,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEH0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,15/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187412/010&codi_curso_seleccionado=24/CONV_SOC_UPC/697/0187412/010,,"UPC Formació i Mobilitat, S.A.",8114,CR Manuel Gallardo S/N,0,0,93 401 25 12,Info.cms@cms.upc.edu,,08760,46078,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0189361/001,Socorrisme en instal·lacions aquàtiques,Contacteu amb l'entitat,AEP,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,15/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189361/001&codi_curso_seleccionado=24/ATCC1/711/0189361/001,,ALTESPORT 2000 SL,43905,CR VIA ROMA 25,41.08837,1.091557,977380203,ALTESPORT@ALTESPORT.COM,,43850,32839,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0187960/001,Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,27/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187960/001&codi_curso_seleccionado=24/ATCC2/712/0187960/001,,"INNOVACION SEGURIDAD EMERGENCIAS INTITUTO, SL",8015,CR RECTOR  91-95,41.312016,2.095943,934644878,formacion@iseinstitut.com,,08820,36878,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0187948/010,OPERACIONS BÀSIQUES DE RESTAURANT I BAR,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",HTR,FO,210,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0208.pdf,Ajudant/a de cambrer/a Ajudant/a de bar Ajudant/a de rebost Auxiliar de col·lectivitats Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,13/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187948/010&codi_curso_seleccionado=24/ATCC2/712/0187948/010,,FUNDACIO VEDRUNA CATALUNYA EDUCACIO,8298,CR BISBE TORRAS I BAGES 9,41.404926,2.151235,932188269,fpo@vedruna.cat,http://www.eshvedrunagracia.cat,08012,45363,SOC,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",
24/CIFOCS_ED-C-2023/719/0189796/005,Operacions auxiliars de fabricació mecànica,Contacteu amb l'entitat,FMH,FO,400,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEE0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,07/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/005&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/005,,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/027,Procediments bàsics al servei de sala,Contacteu amb l'entitat,HTR,FO,125,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR56.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,20/05/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/027&codi_curso_seleccionado=24/ATCC2/712/0189552/027,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188286/001,Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,01/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188286/001&codi_curso_seleccionado=24/ATCC2/712/0188286/001,,SOSDEA SL,43162,CR TIVISSA 6,0,0,620215756,SOSDEA2023@GMAIL.COM,,43890,46150,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0190719/001,Operacions auxiliars de manteniment en electromecànica de vehicles,Contacteu amb l'entitat,TMG,FO,270,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVG0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,13/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190719/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0190719/001,,I.F.P. Les Vinyes,8245,CR d'AMERICA 53,41.450874,2.211064,933911661,certificatprofessional@institutlesvinyes.cat,http://www.ieslesvinyes.org,08924,3070,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188036/001,Socorrisme en instal·lacions aquàtiques,Contacteu amb l'entitat,AEP,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,05/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188036/001&codi_curso_seleccionado=24/ATCC2/712/0188036/001,,BLUE ALFA SAFETY S.L.,43100,CT SANTES CREUS  8,41.175327,1.274066,657369414,administracion@bluesafety.es,,43151,40542,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184050/085,Activitats auxiliars de magatzem,Contacteu amb l'entitat,CML,FO,170,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COML0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,15/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184050/085&codi_curso_seleccionado=23/FOAP/680/0184050/085,,"FEMAREC, SCCL",8019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189750/007,Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,FO,370,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,18/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189750/007&codi_curso_seleccionado=24/FPOIES_23_24/714/0189750/007,,IES MOLLERUSSA,25137,"CT Torregrossa, km 1,9 s/n",0,0,973600359,areig@xtec.cat,,25230,16560,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",
24/CIFOCS_ED-C-2023/719/0189796/004,OPERACIONS BÀSIQUES EN PLANTA QUÍMICA,"Realitzar totes les operacions bàsiques i de control dels diversos processos químics, controlant el funcionament, engegada i parada de les màquines, equips i instal·lacions en ells compresos, mantenint les condicions de seguretat, qualitat i ambient",QUE,FO,530,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/QUIE0108.pdf,"Operador/a de planta química Operador/a de reactor obert en tractaments químics Operador/a de refineria de petroli i gas natural, en general Operador/a de quadre de control per al refinament de petroli Operador/a d'instal·lacions per produir carbó vegetal i/o coc Operador/a d'instal·lacions per produir gas d'hulla Operador/a d'instal·lacions per fabricar abonaments químics Operador/a d'instal·lacions per produir fibres sintètiques Operador/a de blanqueig de productes químics Operador/a  de màquines per fabricar explosius, en general Operador/a de màquines per fabricar fòsfors Operador/a de fabricació química Operadors de màquines trituradores i mescladores de substàncies químiques Operadors d'equips de filtració i separació de substàncies químiques Operadors d'equips  de destil·lació i reacció química Altres operadors d'instal·lacions de tractament de productes químics Altres operadors de màquines per fabricar productes químics",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,12/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/004&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/004,,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385,SOC,"Realitzar totes les operacions bàsiques i de control dels diversos processos químics, controlant el funcionament, engegada i parada de les màquines, equips i instal·lacions en ells compresos, mantenint les condicions de seguretat, qualitat i ambient",
24/ATCC2/712/0187960/007,Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,24/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187960/007&codi_curso_seleccionado=24/ATCC2/712/0187960/007,,"INNOVACION SEGURIDAD EMERGENCIAS INTITUTO, SL",8015,CR RECTOR  91-95,0,0,934644878,formacion@iseinstitut.com,,08912,36878,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188089/015,Formació per a l' accés a les proves del permís de conducció classe D.,Contacteu amb l'entitat,TMI,FO,345,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI64.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,20/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188089/015&codi_curso_seleccionado=24/ATCC1/711/0188089/015,,TRANSGRUP XXI SLU,8205,AV VIA AUGUSTA 105,41.528122,2.430535,932429090,gestio@aptibus.com,,08302,46224,SOC,Contacteu amb l'entitat,
24/CIFOFSE/702/0187187/023,LOPDGDD - reglament de protecció de dades per a professionals de les TIC,Contacteu amb l'entitat,ICT,FO,25,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT81.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187187/023&codi_curso_seleccionado=24/CIFOFSE/702/0187187/023,,CIFO La Violeta,8019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189756/008,Desenvolupament de projectes de sistemes d'automatització industrial,Contacteu amb l'entitat,EEM,FO,550,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEM0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/008&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/008,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/BASA 23-24/703/0190708/001,Operacions auxiliars de fabricació mecànica,Contacteu amb l'entitat,FMH,FO,220,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEE0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,05/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190708/001&codi_curso_seleccionado=24/BASA%2023-24/703/0190708/001,,INSTITUT ESCOLA DEL TREBALL,8019,CR COMTE D'URGELL 173,41.388924,2.149323,934 301 415,correu@escoladeltreball.org,http://www.escoladeltreball.org,08036,45763,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184050/049,Gestió i organització d'equips de neteja,Contacteu amb l'entitat,SCI,FO,300,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCI0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,16/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184050/049&codi_curso_seleccionado=23/FOAP/680/0184050/049,,"FEMAREC, SCCL",8019,CR TORRENT DE L'ESTADELLA 46,41.4352,2.203728,932437272,femarec@femarec.cat,http://www.femarec.cat,08030,1945,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189559/002,Operacions auxiliars de muntatge i manteniment de sistemes microinformàtics,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",ICT,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0108.pdf,Operari/ària en muntatge d'equips microinformàtics Operari/ària en manteniment de sistemes microinformàtics,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,30/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189559/002&codi_curso_seleccionado=24/FPOIES_23_24/714/0189559/002,,INSTITUT MONTSIà,43014,CR MADRID 35-49,40.708984,0.583067,977700043,E3006101@XTEC.CAT,https://agora.xtec.cat/insmontsia/,43870,45520,SOC,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",
24/ATCC1/711/0188322/001,Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,FO,370,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,10/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188322/001&codi_curso_seleccionado=24/ATCC1/711/0188322/001,,FUNDACIO PRIVADA SANT JORDI DE CATALÒNIA PER DISCAPACITATS,8214,CR ANGEL GUIMERÀ 57,41.48863,2.144212,93 580 52 27,FORMACIO@cataloniafundacio.cat,,08290,25596,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",
